Date,BTC-OPEN,BTC-HIGH,BTC-LOW,BTC-CLOSE,BTC-ADJ CLOSE,BTC-VOLUME,ETH-OPEN,ETH-HIGH,ETH-LOW,ETH-CLOSE,ETH-ADJ CLOSE,ETH-VOLUME,XRP-OPEN,XRP-HIGH,XRP-LOW,XRP-CLOSE,XRP-ADJ CLOSE,XRP-VOLUME
2018-02-05,8270.540039,8364.839844,6756.680176,6955.27002,6955.27002,9285289984,834.958008,856.645996,644.598999,697.950989,697.950989,4269530112,0.825943,0.833866,0.675827,0.691799,0.691799,1286179968
2018-02-06,7051.75,7850.700195,6048.259766,7754.0,7754.0,13999800320,707.737,796.439026,574.419006,793.122009,793.122009,6518269952,0.705121,0.786004,0.58836,0.776393,0.776393,2361139968
2018-02-07,7755.490234,8509.110352,7236.790039,7621.299805,7621.299805,9169280000,790.427979,851.200012,723.432983,757.067993,757.067993,3896179968,0.774576,0.805478,0.70695,0.723895,0.723895,1133369984
2018-02-08,7637.859863,8558.769531,7637.859863,8265.589844,8265.589844,9346750464,755.843018,845.085999,755.843018,817.807007,817.807007,3708189952,0.729252,0.80697,0.722611,0.805263,0.805263,947315008
2018-02-09,8271.839844,8736.980469,7884.709961,8736.980469,8736.980469,6784820224,818.47998,884.004028,788.833984,883.86499,883.86499,2495820032,0.79714,0.954428,0.77154,0.954428,0.954428,1690339968
2018-02-10,8720.080078,9122.549805,8295.469727,8621.900391,8621.900391,7780960256,882.46698,917.400024,825.577026,860.414978,860.414978,2930530048,0.947251,1.30059,0.947251,1.07074,1.07074,4682010112
2018-02-11,8616.129883,8616.129883,7931.100098,8129.970215,8129.970215,6122189824,859.288025,859.288025,788.221985,814.659973,814.659973,2486650112,1.06733,1.0751,0.929767,1.00416,1.00416,2555310080
2018-02-12,8141.430176,8985.919922,8141.430176,8926.570313,8926.570313,6256439808,817.507996,875.937012,817.507996,868.70697,868.70697,2243450112,1.0065,1.10673,1.0065,1.08101,1.08101,1756290048
2018-02-13,8926.719727,8958.469727,8455.410156,8598.30957,8598.30957,5696719872,869.29303,870.708984,828.836975,845.257996,845.257996,2081170048,1.07974,1.08293,1.01471,1.02741,1.02741,921100032
2018-02-14,8599.919922,9518.540039,8599.919922,9494.629883,9494.629883,7909819904,844.278992,926.429016,844.278992,923.560974,923.560974,2818370048,1.02608,1.1651,1.02129,1.14162,1.14162,1457600000
2018-02-15,9488.320313,10234.799805,9395.580078,10166.400391,10166.400391,9062540288,923.728027,951.947998,911.111023,936.976013,936.976013,2900100096,1.13905,1.16396,1.11147,1.14686,1.14686,1188530048
2018-02-16,10135.700195,10324.099609,9824.820313,10233.900391,10233.900391,7296159744,934.786011,950.005005,917.848022,944.210022,944.210022,2369449984,1.14494,1.15184,1.11261,1.13803,1.13803,568339008
2018-02-17,10207.5,11139.5,10149.400391,11112.700195,11112.700195,8660880384,944.747986,976.594971,940.754028,974.11499,974.11499,2525720064,1.13743,1.21759,1.13252,1.20498,1.20498,1186729984
2018-02-18,11123.400391,11349.799805,10326.0,10551.799805,10551.799805,8744009728,973.348999,982.932983,915.445007,923.921021,923.921021,2567290112,1.20478,1.20734,1.09336,1.12046,1.12046,1113650048
2018-02-19,10552.599609,11273.799805,10513.200195,11225.299805,11225.299805,7652089856,921.66803,957.776978,921.554016,943.86499,943.86499,2169019904,1.12315,1.16643,1.12097,1.14442,1.14442,556304000
2018-02-20,11231.799805,11958.5,11231.799805,11403.700195,11403.700195,9926540288,943.567017,965.265015,892.953979,895.370972,895.370972,2545260032,1.14455,1.17448,1.08365,1.08946,1.08946,806673024
2018-02-21,11372.200195,11418.5,10479.099609,10690.400391,10690.400391,9405339648,894.13501,912.375,830.562988,849.971008,849.971008,2531729920,1.08199,1.09588,0.998881,1.01539,1.01539,871526016
2018-02-22,10660.400391,11039.099609,9939.089844,10005.0,10005.0,8040079872,849.262024,875.926025,802.66803,812.844971,812.844971,2150370048,1.01226,1.04732,0.922458,0.941788,0.941788,889707008
2018-02-23,9937.070313,10487.299805,9734.55957,10301.099609,10301.099609,7739500032,811.585022,886.317993,794.791016,864.189026,864.189026,2334820096,0.934176,1.02721,0.898286,0.998855,0.998855,896403968
2018-02-24,10287.700195,10597.200195,9546.969727,9813.070313,9813.070313,6917929984,861.593018,879.531006,818.549988,840.515015,840.515015,1926579968,0.997659,1.01394,0.929456,0.954402,0.954402,489920000
2018-02-25,9796.419922,9923.219727,9407.05957,9664.730469,9664.730469,5706939904,839.458984,853.145996,822.380981,844.809998,844.809998,1646960000,0.951977,0.967597,0.915279,0.943487,0.943487,360271008
2018-02-26,9669.429688,10475.0,9501.730469,10366.700195,10366.700195,7287690240,845.278015,880.392029,842.31897,869.315002,869.315002,2044480000,0.943704,0.970906,0.913403,0.956859,0.956859,458612992
2018-02-27,10393.900391,10878.5,10246.099609,10725.599609,10725.599609,6966179840,870.36499,896.258972,867.096985,878.265015,878.265015,2053980032,0.959302,0.97258,0.944977,0.947305,0.947305,312712992
2018-02-28,10687.200195,11089.799805,10393.099609,10397.900391,10397.900391,6936189952,877.934021,890.107971,855.124023,855.198975,855.198975,1963980032,0.944697,0.95555,0.903787,0.904583,0.904583,329529984
2018-03-01,10385.0,11052.299805,10352.700195,10951.0,10951.0,7317279744,856.012024,880.302002,851.919983,872.200012,872.200012,1868519936,0.904131,0.953796,0.89063,0.928347,0.928347,475256992
2018-03-02,10977.400391,11189.0,10850.099609,11086.400391,11086.400391,7620590080,871.763977,876.377991,852.421997,856.853027,856.853027,1894419968,0.926638,0.933912,0.902286,0.910144,0.910144,271036000
2018-03-03,11101.900391,11528.200195,11002.400391,11489.700195,11489.700195,6690570240,856.710999,868.453979,855.20697,857.224976,857.224976,1699369984,0.908786,0.926512,0.903604,0.907804,0.907804,280852992
2018-03-04,11497.400391,11512.599609,11136.099609,11512.599609,11512.599609,6084149760,856.185974,867.950012,840.280029,866.677979,866.677979,1697939968,0.906008,1.02631,0.895618,1.00554,1.00554,797225984
2018-03-05,11532.400391,11704.099609,11443.900391,11573.299805,11573.299805,6468539904,866.846008,869.919983,853.52002,853.684021,853.684021,1898489984,1.01429,1.08021,0.956116,0.959368,0.959368,1706819968
2018-03-06,11500.099609,11500.099609,10694.299805,10779.900391,10779.900391,6832169984,853.817017,853.817017,809.93103,816.950989,816.950989,1943069952,0.954448,0.991306,0.916863,0.922887,0.922887,875180032
2018-03-07,10803.900391,10929.5,9692.120117,9965.570313,9965.570313,8797910016,816.270996,825.606995,726.546997,752.830994,752.830994,2175419904,0.924378,0.930659,0.824895,0.87121,0.87121,809598016
2018-03-08,9951.44043,10147.400391,9335.870117,9395.009766,9395.009766,7186089984,752.570007,773.767029,696.169006,704.596008,704.596008,1891640064,0.872508,0.888562,0.825387,0.825857,0.825857,499496000
2018-03-09,9414.69043,9466.349609,8513.030273,9337.549805,9337.549805,8704190464,702.197021,729.156006,648.106995,728.916016,728.916016,2233019904,0.826122,0.856182,0.751485,0.849761,0.849761,989203008
2018-03-10,9350.589844,9531.320313,8828.469727,8866.0,8866.0,5386319872,730.159973,748.031006,682.695007,686.890015,686.890015,1532960000,0.854872,0.860443,0.793736,0.796627,0.796627,402670016
2018-03-11,8852.780273,9711.889648,8607.120117,9578.629883,9578.629883,6296370176,685.312012,735.830994,668.122986,723.338989,723.338989,1562680064,0.795765,0.840407,0.775737,0.831122,0.831122,472972000
2018-03-12,9602.929688,9937.5,8956.429688,9205.120117,9205.120117,6457399808,724.406006,742.513977,683.268005,699.830994,699.830994,1764999936,0.832127,0.838328,0.787882,0.801048,0.801048,355031008
2018-03-13,9173.040039,9470.379883,8958.19043,9194.849609,9194.849609,5991139840,698.153015,713.734985,682.349976,690.827026,690.827026,1425959936,0.798451,0.805729,0.778471,0.789711,0.789711,279679008
2018-03-14,9214.650391,9355.849609,8068.589844,8269.80957,8269.80957,6438230016,691.218994,702.783997,594.099976,614.291016,614.291016,1810560000,0.789569,0.79908,0.67601,0.701902,0.701902,479148992
2018-03-15,8290.759766,8428.349609,7783.049805,8300.860352,8300.860352,6834429952,614.838989,620.616028,579.505005,611.304016,611.304016,1770460032,0.702913,0.730673,0.643845,0.697269,0.697269,888345024
2018-03-16,8322.910156,8585.150391,8005.310059,8338.349609,8338.349609,5289379840,611.778015,623.16803,587.862,601.666016,601.666016,1417350016,0.699063,0.71178,0.674463,0.68926,0.68926,502740000
2018-03-17,8321.910156,8346.530273,7812.819824,7916.879883,7916.879883,4426149888,601.677979,609.151001,549.096008,552.778992,552.778992,1267810048,0.687745,0.689434,0.626709,0.637856,0.637856,319824000
2018-03-18,7890.52002,8245.509766,7397.990234,8223.679688,8223.679688,6639190016,551.640015,551.640015,460.088013,538.643982,538.643982,2685499904,0.634466,0.677591,0.548815,0.658777,0.658777,923606016
2018-03-19,8344.120117,8675.870117,8182.399902,8630.650391,8630.650391,6729110016,546.625977,558.099976,519.122986,556.726013,556.726013,2046790016,0.672126,0.74908,0.640012,0.74908,0.74908,1096930048
